username,name,email,profile,permission_sets,is_active,last_login
kevin.silva@northwindmaterials.com,Kevin Silva,kevin.silva@northwindmaterials.com,Standard User,,TRUE,2026-06-28T21:53:11.455084
thomas.keith@northwindmaterials.com,Thomas Keith,thomas.keith@northwindmaterials.com,Read Only,,TRUE,2026-08-03T22:25:37.528675
stephen.rivera@northwindmaterials.com,Stephen Rivera,stephen.rivera@northwindmaterials.com,Standard User,Revenue_Admin,TRUE,2026-07-05T12:51:49.849623
robert.porter@northwindmaterials.com,Robert Porter,robert.porter@northwindmaterials.com,Sales Admin,Report_Builder,TRUE,2026-08-13T01:53:25.261995
stacy.hull@northwindmaterials.com,Stacy Hull,stacy.hull@northwindmaterials.com,Standard User,Revenue_Admin,TRUE,2026-05-14T12:49:05.471411
patricia.miller@northwindmaterials.com,Patricia Miller,patricia.miller@northwindmaterials.com,Sales Admin,,TRUE,2026-06-05T19:06:12.790739
mary.anderson@northwindmaterials.com,Mary Anderson,mary.anderson@northwindmaterials.com,Standard User,Revenue_Admin|Opportunity_Approver,TRUE,2026-08-30T17:10:47.084847
donna.lin@northwindmaterials.com,Donna Lin,donna.lin@northwindmaterials.com,Sales Admin,Opportunity_Approver,TRUE,2026-05-17T05:18:03.164418
don.martin@northwindmaterials.com,Don Martin,don.martin@northwindmaterials.com,Sales Admin,Data_Export|Report_Builder,TRUE,2026-07-14T16:41:53.847627
jessica.long@northwindmaterials.com,Jessica Long,jessica.long@northwindmaterials.com,Sales Admin,Report_Builder|Opportunity_Approver,TRUE,2026-08-11T00:11:15.305688
kyle.harmon@northwindmaterials.com,Kyle Harmon,kyle.harmon@northwindmaterials.com,System Administrator,,TRUE,2026-07-11T05:28:37.172812
gabriel.palmer@northwindmaterials.com,Gabriel Palmer,gabriel.palmer@northwindmaterials.com,Standard User,Opportunity_Approver,TRUE,2026-07-26T05:54:27.211948
brooke.harvey@northwindmaterials.com,Brooke Harvey,brooke.harvey@northwindmaterials.com,System Administrator,Opportunity_Approver|Report_Builder,TRUE,2026-08-16T02:13:28.842211
joseph.young@northwindmaterials.com,Joseph Young,joseph.young@northwindmaterials.com,Read Only,Report_Builder|Revenue_Admin,TRUE,2026-05-18T22:45:17.717722
madison.blankenship@acquiredbrand.com,Madison Blankenship,madison.blankenship@acquiredbrand.com,Standard User,Revenue_Admin,TRUE,2026-07-13T12:41:54.091327
richard.young@northwindmaterials.com,Richard Young,richard.young@northwindmaterials.com,Read Only,Revenue_Admin|Report_Builder,TRUE,2026-07-04T16:09:50.791977
omar.smith@northwindmaterials.com,Omar Smith,omar.smith@northwindmaterials.com,Read Only,,TRUE,2026-07-29T09:49:11.887984
michael.love@northwindmaterials.com,Michael Love,michael.love@northwindmaterials.com,Sales Admin,Data_Export,TRUE,2026-07-27T13:31:45.397043
jacob.fletcher@northwindmaterials.com,Jacob Fletcher,jacob.fletcher@northwindmaterials.com,Read Only,,FALSE,2026-07-05T07:50:25.462223
sara.mcdowell@northwindmaterials.com,Sara Mcdowell,sara.mcdowell@northwindmaterials.com,Standard User,Revenue_Admin|Report_Builder,TRUE,2026-07-10T19:42:06.653456
andrew.hickman@northwindmaterials.com,Andrew Hickman,andrew.hickman@northwindmaterials.com,Sales Admin,,TRUE,2026-08-28T10:45:43.092651
terri.tran@northwindmaterials.com,Terri Tran,terri.tran@northwindmaterials.com,Sales Admin,Revenue_Admin|Opportunity_Approver,FALSE,2026-05-20T17:50:23.713977
lisa.hughes@northwindmaterials.com,Lisa Hughes,lisa.hughes@northwindmaterials.com,Standard User,Opportunity_Approver|Data_Export,TRUE,2026-08-19T18:45:02.673464
seth.sanders@northwindmaterials.com,Seth Sanders,seth.sanders@northwindmaterials.com,Sales Admin,Report_Builder|Opportunity_Approver,TRUE,2026-07-20T03:14:39.154046
katherine.walker@acquiredbrand.com,Katherine Walker,katherine.walker@acquiredbrand.com,System Administrator,,TRUE,2026-05-22T22:45:12.333081
kenneth.molina@northwindmaterials.com,Kenneth Molina,kenneth.molina@northwindmaterials.com,System Administrator,Data_Export|Report_Builder,FALSE,2026-07-18T18:19:46.748297
debra.gardner@northwindmaterials.com,Debra Gardner,debra.gardner@northwindmaterials.com,Sales Admin,Report_Builder|Opportunity_Approver,TRUE,2026-07-29T16:07:44.691660
kevin.williams@northwindmaterials.com,Kevin Williams,kevin.williams@northwindmaterials.com,Read Only,,TRUE,2026-08-24T18:12:35.569766
misty.wilkins@northwindmaterials.com,Misty Wilkins,misty.wilkins@northwindmaterials.com,Standard User,,TRUE,2026-08-09T01:10:35.442048
james.moss@northwindmaterials.com,James Moss,james.moss@northwindmaterials.com,Standard User,Report_Builder|Data_Export,TRUE,2026-07-18T05:09:07.546491
savannah.roberson@northwindmaterials.com,Savannah Roberson,savannah.roberson@northwindmaterials.com,Sales Admin,Opportunity_Approver,TRUE,2026-05-28T11:00:56.294910
holly.blair@northwindmaterials.com,Holly Blair,holly.blair@northwindmaterials.com,System Administrator,,TRUE,2026-05-12T10:22:08.897670
thomas.smith@northwindmaterials.com,Thomas Smith,thomas.smith@northwindmaterials.com,Read Only,Revenue_Admin|Report_Builder,TRUE,2026-05-22T17:42:12.978923
nathan.mccoy@northwindmaterials.com,Nathan Mccoy,nathan.mccoy@northwindmaterials.com,Standard User,,TRUE,2026-08-17T23:06:33.486408
michael.williams@northwindmaterials.com,Michael Williams,michael.williams@northwindmaterials.com,Sales Admin,Report_Builder,TRUE,2026-07-05T18:05:20.312162
lisa.adams@northwindmaterials.com,Lisa Adams,lisa.adams@northwindmaterials.com,Sales Admin,,TRUE,2026-06-03T00:57:12.699154
brad.lewis@acquiredbrand.com,Brad Lewis,brad.lewis@acquiredbrand.com,Sales Admin,Report_Builder|Data_Export,TRUE,2026-05-16T19:23:17.633146
jennifer.mason@northwindmaterials.com,Jennifer Mason,jennifer.mason@northwindmaterials.com,Read Only,Revenue_Admin,TRUE,2026-05-07T08:00:37.388659
john.jones@northwindmaterials.com,John Jones,john.jones@northwindmaterials.com,Sales Admin,Data_Export|Report_Builder,TRUE,2026-07-04T01:43:01.105565
tonya.sanchez@northwindmaterials.com,Tonya Sanchez,tonya.sanchez@northwindmaterials.com,Read Only,,TRUE,2026-06-20T06:15:21.645649
terrance.costa@northwindmaterials.com,Terrance Costa,terrance.costa@northwindmaterials.com,Sales Admin,Opportunity_Approver,TRUE,2026-08-23T12:00:28.781573
christopher.thomas@northwindmaterials.com,Christopher Thomas,christopher.thomas@northwindmaterials.com,Read Only,Opportunity_Approver,TRUE,2026-06-09T08:46:49.525460
sarah.anderson@northwindmaterials.com,Sarah Anderson,sarah.anderson@northwindmaterials.com,System Administrator,,TRUE,2026-07-01T10:06:44.062079
katrina.ray@northwindmaterials.com,Katrina Ray,katrina.ray@northwindmaterials.com,System Administrator,Opportunity_Approver,TRUE,2026-05-26T11:02:47.596285
selena.duncan@northwindmaterials.com,Selena Duncan,selena.duncan@northwindmaterials.com,Read Only,Revenue_Admin,TRUE,2026-06-01T13:35:31.992893
trevor.barton@northwindmaterials.com,Trevor Barton,trevor.barton@northwindmaterials.com,Read Only,Report_Builder,TRUE,2026-08-14T02:27:26.872219
loretta.austin@northwindmaterials.com,Loretta Austin,loretta.austin@northwindmaterials.com,Standard User,,TRUE,2026-06-04T14:34:55.176846
stephen.beck@northwindmaterials.com,Stephen Beck,stephen.beck@northwindmaterials.com,Read Only,Report_Builder|Data_Export,FALSE,2026-07-16T21:44:56.272647
christopher.briggs@northwindmaterials.com,Christopher Briggs,christopher.briggs@northwindmaterials.com,Sales Admin,,TRUE,2026-06-26T01:41:38.292164
gloria.martin@northwindmaterials.com,Gloria Martin,gloria.martin@northwindmaterials.com,System Administrator,Data_Export|Opportunity_Approver,TRUE,2026-07-22T08:29:55.831671
michelle.robinson@northwindmaterials.com,Michelle Robinson,michelle.robinson@northwindmaterials.com,Sales Admin,Report_Builder|Opportunity_Approver,TRUE,2026-05-19T03:48:21.629086
meghan.brown@northwindmaterials.com,Meghan Brown,meghan.brown@northwindmaterials.com,Read Only,Opportunity_Approver,TRUE,2026-05-21T22:11:22.373936
madeline.richardson@northwindmaterials.com,Madeline Richardson,madeline.richardson@northwindmaterials.com,Sales Admin,,TRUE,2026-05-06T23:22:28.879594
leah.norton@northwindmaterials.com,Leah Norton,leah.norton@northwindmaterials.com,Sales Admin,Revenue_Admin,TRUE,2026-05-21T09:03:22.364447
christopher.cole@northwindmaterials.com,Christopher Cole,christopher.cole@northwindmaterials.com,Read Only,Data_Export,TRUE,2026-08-01T17:26:37.148757
daniel.jones@northwindmaterials.com,Daniel Jones,daniel.jones@northwindmaterials.com,Read Only,Revenue_Admin,FALSE,2026-06-02T06:09:49.891465
nathan.smith@northwindmaterials.com,Nathan Smith,nathan.smith@northwindmaterials.com,Sales Admin,Report_Builder,TRUE,2026-07-04T18:09:47.489390
dawn.coleman@northwindmaterials.com,Dawn Coleman,dawn.coleman@northwindmaterials.com,Read Only,Opportunity_Approver|Revenue_Admin,TRUE,2026-07-27T07:55:49.974519
jonathan.hughes@northwindmaterials.com,Jonathan Hughes,jonathan.hughes@northwindmaterials.com,Standard User,Opportunity_Approver,TRUE,2026-05-28T10:00:39.589280
kyle.ward@acquiredbrand.com,Kyle Ward,kyle.ward@acquiredbrand.com,Read Only,,TRUE,2026-07-01T00:44:36.307385
jasmine.martin@acquiredbrand.com,Jasmine Martin,jasmine.martin@acquiredbrand.com,Sales Admin,Opportunity_Approver,TRUE,2026-06-08T02:36:47.580824
donald.smith@northwindmaterials.com,Donald Smith,donald.smith@northwindmaterials.com,Standard User,Data_Export,TRUE,2026-05-16T09:03:24.100501
elizabeth.hodge@acquiredbrand.com,Elizabeth Hodge,elizabeth.hodge@acquiredbrand.com,Read Only,,TRUE,2026-07-14T00:38:23.072863
benjamin.armstrong@northwindmaterials.com,Benjamin Armstrong,benjamin.armstrong@northwindmaterials.com,Read Only,Data_Export|Revenue_Admin,TRUE,2026-06-17T10:56:14.976047
matthew.chavez@northwindmaterials.com,Matthew Chavez,matthew.chavez@northwindmaterials.com,Sales Admin,Data_Export,TRUE,2026-06-06T09:31:20.221831
christopher.anthony@northwindmaterials.com,Christopher Anthony,christopher.anthony@northwindmaterials.com,Sales Admin,Opportunity_Approver|Revenue_Admin,TRUE,2026-06-19T16:09:49.939031
michael.flores@northwindmaterials.com,Michael Flores,michael.flores@northwindmaterials.com,System Administrator,Data_Export|Opportunity_Approver,TRUE,2026-08-08T08:34:58.669905
elizabeth.hoover@northwindmaterials.com,Elizabeth Hoover,elizabeth.hoover@northwindmaterials.com,Read Only,Data_Export|Opportunity_Approver,TRUE,2026-06-29T01:12:55.620621
ryan.simon@northwindmaterials.com,Ryan Simon,ryan.simon@northwindmaterials.com,Sales Admin,Data_Export,TRUE,2026-08-09T23:51:41.698123
wayne.price@northwindmaterials.com,Wayne Price,wayne.price@northwindmaterials.com,Standard User,Revenue_Admin,TRUE,2026-05-22T03:43:10.583482
thomas.bryant@northwindmaterials.com,Thomas Bryant,thomas.bryant@northwindmaterials.com,Sales Admin,Opportunity_Approver,TRUE,2026-06-07T09:15:21.578811
brenda.duarte@northwindmaterials.com,Brenda Duarte,brenda.duarte@northwindmaterials.com,Standard User,Report_Builder|Data_Export,TRUE,2026-05-18T18:57:51.525861
travis.joyce@northwindmaterials.com,Travis Joyce,travis.joyce@northwindmaterials.com,Sales Admin,,TRUE,2026-06-20T02:33:23.998082
erin.johnson@northwindmaterials.com,Erin Johnson,erin.johnson@northwindmaterials.com,System Administrator,,TRUE,2026-07-13T00:56:58.750690
maria.martinez@northwindmaterials.com,Maria Martinez,maria.martinez@northwindmaterials.com,Sales Admin,Revenue_Admin|Data_Export,FALSE,2026-05-08T11:09:38.169302
angela.greene@northwindmaterials.com,Angela Greene,angela.greene@northwindmaterials.com,Sales Admin,Revenue_Admin,TRUE,2026-07-21T10:12:58.680373
chad.welch@northwindmaterials.com,Chad Welch,chad.welch@northwindmaterials.com,Standard User,,TRUE,2026-07-22T05:42:40.902605
tracy.gallagher@northwindmaterials.com,Tracy Gallagher,tracy.gallagher@northwindmaterials.com,Standard User,Report_Builder,TRUE,2026-06-26T17:06:02.251714
wendy.rice@northwindmaterials.com,Wendy Rice,wendy.rice@northwindmaterials.com,Standard User,Data_Export|Opportunity_Approver,TRUE,2026-08-21T08:21:07.248604
sierra.wagner@northwindmaterials.com,Sierra Wagner,sierra.wagner@northwindmaterials.com,Sales Admin,Revenue_Admin|Opportunity_Approver,TRUE,2026-06-15T22:36:48.219897
andrew.ball@northwindmaterials.com,Andrew Ball,andrew.ball@northwindmaterials.com,Sales Admin,,TRUE,2026-05-21T02:11:38.934842
krista.parsons@northwindmaterials.com,Krista Parsons,krista.parsons@northwindmaterials.com,System Administrator,Revenue_Admin|Data_Export,TRUE,2026-08-18T06:22:53.987168
anna.faulkner@northwindmaterials.com,Anna Faulkner,anna.faulkner@northwindmaterials.com,System Administrator,,FALSE,2026-06-28T09:02:54.626760
jeffrey.singh@northwindmaterials.com,Jeffrey Singh,jeffrey.singh@northwindmaterials.com,Standard User,,TRUE,2026-05-05T11:15:56.801340
micheal.nunez@northwindmaterials.com,Micheal Nunez,micheal.nunez@northwindmaterials.com,Read Only,Opportunity_Approver,TRUE,2026-05-23T08:56:45.034044
thomas.sandoval@acquiredbrand.com,Thomas Sandoval,thomas.sandoval@acquiredbrand.com,Read Only,,TRUE,2026-07-03T10:50:18.719409
whitney.hicks@northwindmaterials.com,Whitney Hicks,whitney.hicks@northwindmaterials.com,Standard User,Data_Export|Report_Builder,TRUE,2026-08-15T16:44:37.788124
angela.jones@northwindmaterials.com,Angela Jones,angela.jones@northwindmaterials.com,System Administrator,Data_Export|Opportunity_Approver,TRUE,2026-05-29T16:02:48.479972
brian.ford@northwindmaterials.com,Brian Ford,brian.ford@northwindmaterials.com,Sales Admin,Opportunity_Approver|Data_Export,TRUE,2026-08-20T16:20:43.830494
dominic.tyler@northwindmaterials.com,Dominic Tyler,dominic.tyler@northwindmaterials.com,Standard User,Opportunity_Approver,TRUE,2026-07-06T09:09:36.977196
cynthia.baker@northwindmaterials.com,Cynthia Baker,cynthia.baker@northwindmaterials.com,Standard User,Opportunity_Approver|Revenue_Admin,FALSE,2026-07-04T22:34:12.166828
thomas.medina@northwindmaterials.com,Thomas Medina,thomas.medina@northwindmaterials.com,System Administrator,,TRUE,2026-05-25T07:33:03.642511
diane.sweeney@northwindmaterials.com,Diane Sweeney,diane.sweeney@northwindmaterials.com,Standard User,Data_Export|Opportunity_Approver,TRUE,2026-05-22T13:02:23.343831
jason.murphy@northwindmaterials.com,Jason Murphy,jason.murphy@northwindmaterials.com,Read Only,Revenue_Admin|Report_Builder,TRUE,2026-07-22T02:05:17.340714
duane.anderson@northwindmaterials.com,Duane Anderson,duane.anderson@northwindmaterials.com,System Administrator,Data_Export|Revenue_Admin,TRUE,2026-07-10T22:51:56.011508
lisa.mcneil@northwindmaterials.com,Lisa Mcneil,lisa.mcneil@northwindmaterials.com,Standard User,Report_Builder|Opportunity_Approver,TRUE,2026-06-28T12:18:26.720094
colleen.white@northwindmaterials.com,Colleen White,colleen.white@northwindmaterials.com,Sales Admin,,TRUE,2026-08-15T09:57:07.316210
andrew.martinez@northwindmaterials.com,Andrew Martinez,andrew.martinez@northwindmaterials.com,Standard User,Report_Builder,TRUE,2026-05-21T04:18:47.431627
adam.ortiz@northwindmaterials.com,Adam Ortiz,adam.ortiz@northwindmaterials.com,Sales Admin,Revenue_Admin|Opportunity_Approver,TRUE,2026-08-06T13:41:15.012561
larry.morris@northwindmaterials.com,Larry Morris,larry.morris@northwindmaterials.com,Read Only,Revenue_Admin,TRUE,2026-07-22T09:19:06.820962
brian.scott@northwindmaterials.com,Brian Scott,brian.scott@northwindmaterials.com,Read Only,Report_Builder|Opportunity_Approver,TRUE,2026-08-23T04:36:48.886631
diamond.watts@northwindmaterials.com,Diamond Watts,diamond.watts@northwindmaterials.com,Sales Admin,Report_Builder|Revenue_Admin,TRUE,2026-05-12T13:26:42.414712
jennifer.reed@northwindmaterials.com,Jennifer Reed,jennifer.reed@northwindmaterials.com,System Administrator,,TRUE,2026-08-13T02:15:26.705414
joshua.becker@northwindmaterials.com,Joshua Becker,joshua.becker@northwindmaterials.com,System Administrator,Report_Builder,TRUE,2026-07-01T10:11:04.648722
alejandro.vaughan@northwindmaterials.com,Alejandro Vaughan,alejandro.vaughan@northwindmaterials.com,Standard User,Opportunity_Approver|Data_Export,TRUE,2026-08-27T21:09:30.340168
timothy.howard@northwindmaterials.com,Timothy Howard,timothy.howard@northwindmaterials.com,Sales Admin,,TRUE,2026-07-16T01:49:27.761971
david.smith@northwindmaterials.com,David Smith,david.smith@northwindmaterials.com,Sales Admin,Report_Builder,TRUE,2026-05-26T00:28:43.201999
william.walker@northwindmaterials.com,William Walker,william.walker@northwindmaterials.com,Read Only,,TRUE,2026-07-28T09:28:49.903336
jennifer.mcguire@northwindmaterials.com,Jennifer Mcguire,jennifer.mcguire@northwindmaterials.com,Standard User,,TRUE,2026-07-04T05:06:10.960052
daniel.fowler@northwindmaterials.com,Daniel Fowler,daniel.fowler@northwindmaterials.com,Read Only,Data_Export,TRUE,2026-07-22T10:38:48.079567
andrea.salazar@northwindmaterials.com,Andrea Salazar,andrea.salazar@northwindmaterials.com,Sales Admin,Opportunity_Approver|Revenue_Admin,TRUE,2026-06-04T11:34:15.351146
isaac.frazier@northwindmaterials.com,Isaac Frazier,isaac.frazier@northwindmaterials.com,Read Only,Revenue_Admin,TRUE,2026-07-27T02:34:25.938807
kevin.stanley@acquiredbrand.com,Kevin Stanley,kevin.stanley@acquiredbrand.com,Sales Admin,Revenue_Admin,TRUE,2026-07-14T00:53:38.570109
jason.lopez@acquiredbrand.com,Jason Lopez,jason.lopez@acquiredbrand.com,Sales Admin,,FALSE,2026-07-13T01:29:13.884311
alejandra.park@northwindmaterials.com,Alejandra Park,alejandra.park@northwindmaterials.com,Sales Admin,Report_Builder|Data_Export,TRUE,2026-07-13T12:20:25.751129
ryan.james@northwindmaterials.com,Ryan James,ryan.james@northwindmaterials.com,Standard User,Opportunity_Approver|Report_Builder,TRUE,2026-08-11T23:04:20.827738
jared.clark@northwindmaterials.com,Jared Clark,jared.clark@northwindmaterials.com,Read Only,,TRUE,2026-05-12T11:36:05.463676
mark.solis@northwindmaterials.com,Mark Solis,mark.solis@northwindmaterials.com,Sales Admin,Revenue_Admin,TRUE,2026-05-07T22:01:22.480444
john.bruce@northwindmaterials.com,John Bruce,john.bruce@northwindmaterials.com,Sales Admin,Opportunity_Approver,TRUE,2026-07-31T07:41:13.935979
teresa.anderson@northwindmaterials.com,Teresa Anderson,teresa.anderson@northwindmaterials.com,System Administrator,Report_Builder,FALSE,2026-06-01T04:18:30.289211
jesse.sullivan@northwindmaterials.com,Jesse Sullivan,jesse.sullivan@northwindmaterials.com,Read Only,Revenue_Admin,TRUE,2026-07-23T04:57:05.751308
wendy.dawson@northwindmaterials.com,Wendy Dawson,wendy.dawson@northwindmaterials.com,System Administrator,Data_Export,TRUE,2026-07-03T07:22:10.720780
michael.brown@northwindmaterials.com,Michael Brown,michael.brown@northwindmaterials.com,Standard User,Data_Export,TRUE,2026-07-24T21:26:53.358488
mary.stephenson@northwindmaterials.com,Mary Stephenson,mary.stephenson@northwindmaterials.com,Sales Admin,,TRUE,2026-06-12T05:08:20.461915
leonard.hayes@northwindmaterials.com,Leonard Hayes,leonard.hayes@northwindmaterials.com,System Administrator,,TRUE,2026-06-01T03:49:10.425041
hannah.brewer@northwindmaterials.com,Hannah Brewer,hannah.brewer@northwindmaterials.com,Standard User,Data_Export|Opportunity_Approver,TRUE,2026-08-04T23:37:14.726232
